t,cum_regret_linucb_baseline,cum_regret_alg1_oracle_mean,cum_regret_alg1_oracle_se
8458,197.72970465202425,353.00760596260807,16.914944555709283
8459,197.72970465202425,353.00760596260807,16.914944555709283
8460,197.72970465202425,353.00760596260807,16.914944555709283
8461,197.73542242799596,353.00760596260807,16.914944555709283
8462,197.73542242799596,353.00760596260807,16.914944555709283
8463,197.73542242799596,353.00760596260807,16.914944555709283
8464,197.76503774544702,353.00760596260807,16.914944555709283
8465,197.77341455026493,353.00760596260807,16.914944555709283
8466,197.77341455026493,353.00760596260807,16.914944555709283
8467,197.77341455026493,353.00760596260807,16.914944555709283
8468,197.77341455026493,353.00760596260807,16.914944555709283
8469,197.77341455026493,353.00760596260807,16.914944555709283
8470,197.80424438445252,353.00760596260807,16.914944555709283
8471,197.81683660465958,353.00760596260807,16.914944555709283
8472,197.82243350329398,353.00760596260807,16.914944555709283
8473,197.84190116755263,353.00760596260807,16.914944555709283
8474,197.8550936644517,353.00760596260807,16.914944555709283
8475,197.8550936644517,353.00760596260807,16.914944555709283
8476,197.8550936644517,353.00760596260807,16.914944555709283
8477,197.8550936644517,353.00760596260807,16.914944555709283
8478,197.8550936644517,353.00760596260807,16.914944555709283
8479,197.8550936644517,353.00760596260807,16.914944555709283
8480,197.8669782715362,353.00760596260807,16.914944555709283
8481,197.8669782715362,353.00760596260807,16.914944555709283
8482,197.8975375033124,353.00760596260807,16.914944555709283
8483,197.9013232849373,353.00760596260807,16.914944555709283
8484,197.9013232849373,353.00760596260807,16.914944555709283
8485,197.90331532651737,353.00760596260807,16.914944555709283
8486,197.90331532651737,353.00760596260807,16.914944555709283
8487,197.90331532651737,353.00760596260807,16.914944555709283
8488,197.90331532651737,353.00760596260807,16.914944555709283
8489,197.91443956346052,353.00760596260807,16.914944555709283
8490,197.9229198080488,353.00760596260807,16.914944555709283
8491,197.9229198080488,353.00760596260807,16.914944555709283
8492,197.94326939009892,353.00760596260807,16.914944555709283
8493,197.96172293947356,353.00760596260807,16.914944555709283
8494,197.96172293947356,353.00760596260807,16.914944555709283
8495,197.96172293947356,353.00760596260807,16.914944555709283
8496,197.96172293947356,353.00760596260807,16.914944555709283
8497,197.96172293947356,353.00760596260807,16.914944555709283
8498,197.96172293947356,353.00760596260807,16.914944555709283
8499,197.97033837813237,353.00760596260807,16.914944555709283
8500,197.97033837813237,353.00760596260807,16.914944555709283
8501,197.99629619074977,353.00760596260807,16.914944555709283
8502,198.0125307040986,353.00760596260807,16.914944555709283
8503,198.0125307040986,353.00760596260807,16.914944555709283
8504,198.0125307040986,353.00760596260807,16.914944555709283
8505,198.0125307040986,353.00760596260807,16.914944555709283
8506,198.0125307040986,353.00760596260807,16.914944555709283
8507,198.0125307040986,353.00760596260807,16.914944555709283
8508,198.02481482649782,353.00760596260807,16.914944555709283
8509,198.02942074555656,353.00760596260807,16.914944555709283
8510,198.04045548029399,353.00760596260807,16.914944555709283
8511,198.04045548029399,353.00760596260807,16.914944555709283
8512,198.04045548029399,353.00760596260807,16.914944555709283
8513,198.04045548029399,353.00760596260807,16.914944555709283
